0.001,100,0.00468128325759,0.00315967721829,0.104391679627
0.005,100,0.0225379406447,0.0150588169102,0.43225726708
0.01,100,0.043032807618,0.0283817511535,0.695120693484
0.05,100,0.153658853828,0.0902861311927,1.08996918312
0.1,100,0.218449848064,0.108483211006,1.09643168786
0.5,100,0.322738494904,0.0380512498316,1.09646081139
1,100,0.347078613053,0.0106526571846,1.09646081139
5,100,-2.46155060926e+44,-1.12915165562e+44,-1.76194459187e+60
10,100,-4.52243310955e+79,-2.37941402806e+79,-2.9123532976e+95
1.92,280,0.352812535435,0.00419696411746,1.09646081131
